CustomerID,InvoiceDate,InvoiceNo,TotalAmount
10006,2011-10-02,INV166613,476.11
10006,2011-06-16,INV500156,256.82
10006,2011-10-02,INV590785,527.47
10007,2011-02-06,INV363626,40.12
10007,2011-02-09,INV112038,64.21
10007,2011-02-26,INV855731,95.07
10008,2010-12-30,INV814825,839.13
10008,2011-04-17,INV887352,183.76
10008,2011-02-07,INV905934,517.92
10008,2011-05-14,INV456699,1085.53
10008,2010-12-29,INV407757,601.89
10008,2011-03-22,INV265840,472.37
10008,2011-03-27,INV103402,685.85
10008,2011-06-03,INV854639,1181.5
10008,2011-02-06,INV624902,328.48
10008,2011-06-14,INV287330,499.18
10009,2011-02-03,INV211579,100.11
10009,2011-01-08,INV982554,64.91
10009,2011-02-03,INV738551,168.28
10009,2010-12-26,INV260263,152.73
10010,2011-06-10,INV899550,661.26
10010,2011-02-21,INV665579,638.85
10010,2011-08-29,INV100599,737.75
10010,2011-10-03,INV439902,963.28
10010,2011-08-08,INV120422,848.2
10010,2011-01-27,INV480612,454.22
10010,2011-05-07,INV351083,948.28
10010,2010-12-30,INV352572,734.18
10010,2011-09-17,INV182582,809.47
10010,2011-01-13,INV867460,966.41
10010,2011-08-06,INV955662,447.33
10010,2011-01-05,INV897549,663.92
10010,2011-08-30,INV903035,564.13
10010,2011-02-03,INV234628,355.46
10010,2011-11-03,INV598369,740.94
10010,2011-09-08,INV273148,1176.81
10010,2011-04-15,INV653306,300.65
10010,2011-10-07,INV543692,664.64
10010,2011-03-19,INV665492,800.1
10010,2011-03-13,INV847581,695.92
10010,2011-05-09,INV518373,648.36
10010,2011-11-09,INV781446,409.55
10010,2011-06-10,INV559381,718.01
10010,2011-08-22,INV573417,518.77
10010,2011-01-31,INV359947,230.22
10010,2011-03-26,INV167136,911.66
10010,2011-05-23,INV122056,864.1
10011,2011-02-14,INV680828,60.48
10012,2010-12-08,INV717024,87.56
10012,2010-12-08,INV107540,37.34
10013,2011-01-06,INV842225,209.25
10013,2011-10-20,INV161733,224.59
10013,2011-03-28,INV170674,217.11
10013,2010-12-17,INV446479,258.76
10013,2011-01-06,INV639131,349.93
10013,2011-04-01,INV392004,251.34
10013,2011-08-06,INV324643,201.05
10013,2011-09-03,INV238739,119.46
10013,2011-09-19,INV704201,448.49
10013,2011-07-31,INV354801,455.62
10013,2011-07-31,INV946721,353.82
10013,2011-06-27,INV299659,229.27
10014,2011-01-18,INV201639,302.94
10014,2011-11-03,INV551989,194.57
10014,2011-05-31,INV544154,291.6
10014,2011-06-29,INV589710,260.84
10014,2010-12-28,INV806073,373.43
10014,2011-10-31,INV777568,122.81
10014,2011-01-20,INV163556,304.24
10014,2011-06-25,INV863587,296.77
10014,2011-05-23,INV939482,156.34
10014,2011-01-25,INV360735,287.54
10014,2011-03-09,INV299448,243.09
10014,2011-09-01,INV570405,205.75
10014,2011-02-10,INV542374,166.24
10014,2011-03-04,INV392075,173.18
10015,2011-07-25,INV361941,393.51
10015,2011-01-08,INV564656,243.1
10015,2011-09-08,INV202664,244.16
10015,2010-12-26,INV783823,422.18
10015,2011-09-03,INV976638,189.68
10015,2010-12-08,INV197793,279.02
10015,2011-04-01,INV274389,321.98
10015,2011-06-27,INV609231,329.37
10015,2011-08-04,INV324130,301.6
10016,2011-06-24,INV161483,192.32
10016,2011-02-23,INV497382,121.06
10016,2010-12-02,INV509386,157.25
10016,2011-04-15,INV922157,233.52
10017,2011-06-19,INV577110,219.93
10017,2011-02-12,INV543555,153.9
10017,2011-05-28,INV865990,149.95
10017,2011-06-19,INV682765,227.22
10017,2011-05-19,INV853305,99.52
10017,2011-04-04,INV262316,216.12
10017,2011-01-18,INV411120,175.77
10017,2011-01-25,INV161324,197.57
10017,2011-04-28,INV871476,196.59
10017,2011-04-18,INV163918,140.73
10018,2011-06-10,INV428838,169.2
10018,2010-12-15,INV152578,176.4
10018,2011-04-29,INV599948,181.84
10018,2011-04-08,INV994141,118.32
10018,2011-04-15,INV265080,146.5
10018,2010-12-15,INV632496,114.76
10019,2011-01-11,INV992697,323.19
10019,2011-03-06,INV171849,145.76
10020,2011-05-02,INV171262,579.91
10020,2011-05-22,INV346629,399.43
10020,2011-03-14,INV225710,579.97
10020,2011-07-16,INV697347,479.55
10020,2011-02-02,INV707040,403.05
10020,2011-05-02,INV141672,354.96
10020,2011-05-08,INV185965,350.0
10020,2011-03-18,INV789305,404.54
10020,2011-04-29,INV692683,434.52
10020,2011-04-13,INV431737,344.08
10020,2011-02-05,INV314181,443.48
10020,2011-05-21,INV850981,308.01
10020,2011-02-19,INV350280,562.48
10021,2011-04-15,INV515011,264.47
10021,2011-02-06,INV804318,261.69
10021,2011-10-27,INV414569,224.63
10021,2011-07-23,INV431535,233.63
10021,2011-01-07,INV109767,237.73
10021,2011-07-23,INV751332,178.6
10021,2011-09-15,INV204837,320.69
10021,2011-01-07,INV663750,311.19
10021,2011-03-20,INV630458,275.34
10021,2011-04-15,INV238890,193.95
10021,2011-05-28,INV172132,258.33
10021,2011-04-05,INV487477,287.63
10021,2011-04-25,INV265409,140.76
10022,2011-07-13,INV974244,204.09
10022,2011-09-05,INV837715,150.68
10023,2011-05-04,INV741390,201.14
10023,2011-08-28,INV108203,246.69
10023,2011-09-10,INV413921,237.97
10023,2011-01-23,INV240814,227.93
10023,2011-04-15,INV221035,163.59
10024,2011-01-24,INV878480,150.38
10024,2011-02-18,INV385577,142.18
10024,2011-04-24,INV734210,208.8
10024,2011-03-18,INV852470,183.55
10024,2011-05-25,INV313487,196.77
10024,2011-04-15,INV629959,257.22
10024,2011-08-08,INV363319,286.67
10024,2010-12-27,INV196781,319.18
10024,2011-07-05,INV969634,226.41
10024,2011-04-21,INV146228,245.59
10024,2010-12-02,INV449759,235.0
10025,2011-01-03,INV768061,29.08
10025,2011-02-06,INV269430,49.47
10026,2011-07-15,INV678478,163.75
10026,2011-07-07,INV688153,135.58
10026,2010-12-05,INV217308,45.82
10026,2011-01-08,INV824586,219.32
10026,2011-02-15,INV672092,158.72
10026,2010-12-19,INV975136,52.69
10026,2011-06-08,INV710805,271.96
10026,2011-09-09,INV255287,227.52
10026,2011-07-09,INV233636,148.43
10026,2010-12-22,INV423232,123.88
10026,2011-06-05,INV934794,185.84
10026,2010-12-21,INV475190,175.85
10026,2011-03-18,INV815198,192.74
10026,2011-04-07,INV799330,124.02
10027,2010-12-27,INV470858,201.95
10027,2011-06-18,INV687080,115.6
10027,2011-03-15,INV750810,272.61
10027,2011-06-10,INV262060,183.62
10028,2011-01-30,INV270395,1666.31
10028,2011-06-23,INV950155,1115.61
10028,2011-01-15,INV532322,1134.69
10028,2010-12-07,INV288073,993.39
10028,2011-06-07,INV448321,1062.28
10028,2011-06-19,INV531712,1097.48
10028,2011-06-24,INV802448,627.03
10028,2011-07-10,INV870763,607.95
10028,2011-06-26,INV360222,680.49
10028,2011-02-07,INV266931,927.52
10028,2011-06-20,INV835343,833.53
10028,2010-12-28,INV501124,631.88
10028,2011-07-12,INV140605,1101.12
10029,2011-07-29,INV333238,1096.78
10029,2011-03-13,INV956253,689.97
10029,2011-07-24,INV466643,631.61
10029,2011-05-06,INV960394,326.3
10029,2011-03-27,INV333752,821.9
10029,2010-12-13,INV792094,1285.53
10029,2011-03-09,INV517821,863.5
10029,2011-05-18,INV392136,791.84
10029,2011-01-05,INV910891,874.19
10029,2011-04-22,INV468203,794.51
10029,2011-10-25,INV634150,602.73
10029,2011-06-23,INV812526,994.05
10029,2011-09-01,INV447235,851.16
10030,2010-12-08,INV220944,460.84
10030,2011-02-05,INV287241,324.28
10030,2011-02-06,INV140115,637.69
10030,2010-12-28,INV725550,549.83
10030,2011-03-22,INV462479,382.38
10030,2011-02-19,INV557592,596.2
10030,2011-04-10,INV221263,389.99
10030,2011-03-09,INV704596,350.87
10030,2011-01-18,INV367095,353.94
10030,2010-12-12,INV843215,214.85
10030,2011-03-22,INV101773,523.27
10031,2011-08-24,INV945687,280.22
10031,2011-09-02,INV820221,391.44
10031,2011-03-11,INV481913,224.13
10031,2011-07-09,INV173372,334.84
10031,2011-05-19,INV753425,347.35
10031,2011-05-10,INV795612,166.25
10031,2011-02-02,INV854717,183.03
10031,2011-05-03,INV631756,336.84
10032,2011-05-08,INV799287,864.53
10032,2011-06-28,INV442027,648.79
10032,2011-06-25,INV831076,572.51
10032,2011-05-01,INV681343,773.98
10032,2011-02-04,INV301158,708.77
10032,2011-07-04,INV797229,804.61
10032,2011-06-13,INV810219,1110.16
10032,2011-02-28,INV745414,770.26
10032,2011-09-18,INV415568,609.98
10032,2011-06-26,INV674553,553.0
10032,2010-12-01,INV418635,561.76
10032,2011-04-26,INV320392,423.52
10032,2011-07-09,INV923927,965.9
10032,2011-09-23,INV736130,249.07
10032,2011-11-01,INV437902,865.23
10032,2011-07-27,INV563246,558.17
10032,2011-07-15,INV808446,638.7
10032,2011-03-20,INV636004,551.4
10032,2011-07-31,INV932291,1082.08
10032,2011-02-25,INV790855,758.41
10032,2011-01-13,INV397571,933.67
10033,2010-12-09,INV796101,88.64
10033,2010-12-11,INV749342,59.54
10034,2010-12-11,INV197923,18.02
10035,2011-01-18,INV346277,92.57
10035,2011-01-13,INV425498,108.38
10036,2011-03-26,INV945742,217.18
10036,2011-03-12,INV254511,161.8
10036,2010-12-13,INV148458,270.15
10036,2011-04-05,INV598216,160.87
10037,2011-10-09,INV991014,469.84
10037,2011-01-07,INV577538,1001.46
10037,2011-07-01,INV760356,920.75
10037,2011-09-21,INV303880,653.08
10037,2011-11-22,INV502630,713.7
10037,2011-08-11,INV519066,779.13
10037,2011-04-04,INV254739,962.58
10037,2011-11-01,INV821024,739.99
10037,2010-12-03,INV887443,648.92
10037,2011-01-24,INV916232,738.18
10037,2011-07-06,INV329471,713.31
10037,2011-03-01,INV943170,784.64
10038,2011-02-28,INV643118,75.8
10038,2011-01-29,INV152657,65.15
10039,2011-04-22,INV361303,221.71
10039,2011-07-23,INV989545,257.05
10039,2011-01-01,INV578634,315.46
10039,2011-01-04,INV940346,223.2
10039,2011-03-29,INV800005,156.14
10039,2011-04-15,INV686075,252.21
10039,2011-05-02,INV432711,72.27
10039,2011-08-01,INV891937,66.1
10039,2011-07-17,INV564071,234.15
10039,2011-05-06,INV954596,63.12
10040,2011-08-16,INV547470,263.03
10040,2011-09-07,INV567574,197.01
10040,2011-02-20,INV879779,287.32
10040,2011-08-01,INV571932,306.82
10040,2011-04-12,INV888295,199.8
10040,2011-04-06,INV980660,235.08
10040,2011-10-23,INV390782,269.41
10040,2011-08-24,INV608136,146.26
10040,2011-10-17,INV350867,269.4
10040,2011-04-20,INV561239,144.44
10040,2011-01-09,INV848206,296.05
10040,2011-04-26,INV345884,220.05
10040,2011-04-19,INV452161,144.02
10040,2011-05-13,INV666390,209.06
10041,2011-01-11,INV245095,177.33
10041,2011-02-16,INV342495,120.21
10041,2011-06-15,INV827659,251.96
10041,2011-02-17,INV840734,200.25
10041,2011-03-20,INV167348,151.56
10041,2011-07-01,INV527398,89.99
10041,2011-05-19,INV668969,147.1
10041,2011-07-27,INV535970,157.42
10041,2011-01-01,INV316881,187.23
10041,2011-07-04,INV508396,199.28
10041,2010-12-11,INV998348,209.36
10042,2011-09-21,INV498858,384.9
10042,2011-08-02,INV106182,1343.74
10042,2011-05-30,INV413118,759.58
10042,2011-06-18,INV994905,605.93
10042,2011-07-03,INV664365,769.79
10042,2011-09-06,INV938722,743.2
10042,2011-10-05,INV331251,300.5
10042,2011-08-07,INV330080,836.39
10042,2011-04-19,INV557007,675.7
10042,2011-08-06,INV130434,739.15
10042,2011-06-18,INV452457,549.84
10042,2011-11-08,INV812131,500.59
10042,2011-06-26,INV859359,941.58
10042,2011-02-23,INV981334,992.9
10042,2011-07-28,INV233827,838.58
10042,2011-10-15,INV660069,340.34
10042,2010-12-14,INV513160,853.1
10042,2011-09-30,INV691807,343.66
10042,2011-11-05,INV128418,597.32
10042,2011-01-12,INV773971,938.6
10042,2011-07-08,INV242291,892.11
10042,2011-07-25,INV290556,847.27
10042,2010-12-26,INV372793,1038.6
10042,2011-06-13,INV443254,870.3
10042,2011-03-19,INV576786,293.8
10042,2011-05-17,INV453894,662.52
10043,2010-12-25,INV391773,50.36
10043,2010-12-27,INV364525,35.24
10044,2011-01-11,INV593152,464.59
10044,2010-12-10,INV885408,177.6
10044,2011-09-03,INV154615,323.31
10044,2011-05-29,INV335113,288.68
10044,2011-10-29,INV171951,195.38
10044,2011-10-30,INV142213,232.19
10044,2010-12-16,INV359295,268.85
10044,2011-03-13,INV979995,201.68
10044,2010-12-11,INV751517,249.32
10044,2011-02-17,INV350132,78.46
10044,2011-02-03,INV596564,327.72
10045,2010-12-15,INV691364,215.98
10045,2010-12-28,INV587623,154.93
10045,2011-01-02,INV904150,172.71
10046,2011-06-07,INV275939,180.29
10046,2011-10-07,INV736745,76.91
10047,2011-06-10,INV853252,135.69
10047,2010-12-30,INV915573,240.01
10047,2011-06-28,INV271720,164.7
10047,2011-02-18,INV213349,305.87
10048,2011-04-28,INV126925,257.12
10048,2011-02-18,INV703766,295.2
10048,2011-05-23,INV493537,128.86
10048,2011-03-12,INV849747,192.2
10048,2011-01-20,INV179688,164.95
10049,2011-09-30,INV824161,248.28
10049,2011-10-18,INV354646,137.98
10049,2011-01-22,INV831059,137.53
10049,2011-05-04,INV991597,258.36
10049,2011-10-04,INV944657,326.92
10049,2011-01-31,INV934904,155.3
10049,2011-09-16,INV920652,286.08
10049,2010-12-22,INV464069,193.8
10049,2011-08-30,INV549186,288.62
10049,2011-06-08,INV172306,278.89
10049,2011-08-17,INV778998,242.24
10050,2011-01-13,INV113266,34.33
10051,2011-01-23,INV962276,89.19
10051,2011-02-01,INV210665,108.17
10051,2011-01-25,INV479781,71.86
10052,2010-12-21,INV968962,69.42
10052,2010-12-15,INV841666,100.44
10053,2010-12-05,INV556641,69.89
10054,2011-01-15,INV869440,561.99
10054,2011-04-13,INV782054,880.82
10054,2011-02-08,INV745830,715.09
10054,2011-06-25,INV664315,286.4
10054,2011-06-17,INV606983,392.92
10054,2011-03-30,INV556732,600.52
10054,2011-06-30,INV866536,842.97
10054,2011-05-01,INV381433,600.72
10054,2011-02-21,INV993085,616.68
10054,2011-02-01,INV971084,921.26
10054,2011-07-28,INV190872,624.8
10054,2011-02-10,INV572700,1048.89
10054,2011-02-01,INV886931,1011.63
10055,2010-12-30,INV697530,84.96
10055,2011-01-09,INV800646,78.19
10056,2011-06-13,INV452737,833.56
10056,2010-12-15,INV618317,692.86
10056,2011-05-16,INV290672,690.66
10056,2011-08-07,INV322423,831.17
10056,2011-05-31,INV936587,574.15
10056,2011-04-12,INV456871,543.57
10056,2011-04-23,INV725113,695.93
10056,2011-11-25,INV389688,897.09
10056,2011-09-11,INV110644,424.03
10056,2011-08-22,INV300337,458.71
10056,2011-01-13,INV353080,558.92
10056,2011-12-04,INV526170,594.28
10056,2011-08-08,INV682144,311.52
10056,2011-04-03,INV824156,960.05
10056,2011-08-01,INV777278,636.46
10056,2011-11-30,INV614663,606.69
10056,2011-07-18,INV931450,984.77
10056,2010-12-09,INV197573,804.98
10057,2011-04-30,INV332360,292.09
10057,2011-06-26,INV825391,197.44
10057,2011-04-04,INV421080,152.01
10057,2011-11-05,INV709805,501.98
10057,2011-06-07,INV596249,265.66
10057,2011-09-10,INV656711,417.95
10057,2011-05-26,INV546173,355.48
10057,2011-09-08,INV446859,304.49
10057,2011-05-30,INV836996,320.86
10057,2011-07-21,INV384076,513.28
10057,2011-05-06,INV363615,196.81
10057,2011-03-29,INV226516,307.64
10057,2011-03-09,INV430876,442.62
10057,2011-01-31,INV878967,214.03
10058,2011-09-01,INV899213,1035.79
10058,2011-03-05,INV300845,630.34
10058,2011-03-21,INV874483,428.02
10058,2011-08-05,INV389930,899.88
10058,2011-09-28,INV897135,1354.59
10058,2011-08-26,INV725780,774.9
10058,2011-04-24,INV205409,335.7
10058,2011-03-10,INV410636,844.3
10058,2011-03-27,INV478411,934.0
10058,2011-03-02,INV416950,537.98
10058,2010-12-08,INV842411,598.63
10058,2011-08-31,INV232731,575.95
10058,2011-04-20,INV147726,624.06
10058,2010-12-28,INV680238,704.06
10058,2011-04-29,INV831295,550.66
10058,2011-02-03,INV768854,467.16
10058,2011-08-09,INV207570,781.24
10059,2010-12-07,INV701949,121.03
10059,2011-04-25,INV592198,64.23
10059,2011-08-03,INV561865,127.41
10060,2011-05-24,INV293319,148.11
10060,2010-12-27,INV364742,226.63
10060,2011-08-02,INV219629,174.44
10061,2011-01-03,INV520172,217.61
10061,2011-08-09,INV177680,318.9
10061,2011-09-22,INV760021,214.05
10061,2010-12-28,INV259097,279.2
10061,2011-02-15,INV950544,146.28
10061,2011-09-15,INV418594,260.92
10061,2011-01-13,INV360247,175.8
10062,2010-12-16,INV685181,112.2
10062,2011-01-23,INV735770,141.46
10063,2011-10-02,INV929151,105.83
10063,2011-10-13,INV336650,79.5
10063,2011-08-25,INV498855,128.94
10063,2011-07-19,INV564226,72.86
10063,2011-05-02,INV717113,97.03
10064,2011-07-08,INV420214,192.57
10064,2011-09-18,INV751194,200.61
10064,2010-12-31,INV739244,171.82
10064,2011-01-20,INV899787,100.3
10064,2011-03-17,INV755900,170.29
10065,2011-03-19,INV377501,192.05
10065,2011-01-11,INV264686,138.73
10065,2011-04-02,INV282256,218.6
10065,2011-01-08,INV264136,39.25
10065,2010-12-02,INV528361,175.52
10065,2011-07-19,INV822858,236.51
10066,2011-10-01,INV592738,571.38
10066,2011-04-29,INV134225,366.82
10066,2011-03-29,INV402099,237.39
10066,2011-04-24,INV837135,555.86
10066,2011-07-21,INV174637,388.11
10066,2011-11-17,INV344762,375.44
10066,2011-04-15,INV926097,288.64
10066,2011-10-17,INV718439,246.41
10067,2011-01-12,INV942956,109.78
10068,2011-03-12,INV545790,243.74
10068,2011-01-28,INV671015,215.19
10068,2011-03-26,INV779094,180.35
10068,2011-02-15,INV378535,263.05
10068,2011-02-11,INV174878,220.8
10068,2010-12-31,INV273982,154.07
10068,2011-05-07,INV723948,378.02
10068,2011-09-18,INV402630,191.09
10068,2011-07-13,INV230394,409.57
10068,2011-07-28,INV822131,353.61
10068,2011-05-05,INV833723,344.15
10068,2011-06-25,INV385470,474.21
10068,2011-08-14,INV666211,194.24
10068,2011-08-10,INV559023,399.12
10068,2011-01-11,INV727086,287.99
10068,2010-12-21,INV553014,560.14
10068,2011-05-15,INV733039,280.1
10068,2011-04-08,INV127121,264.78
10068,2011-01-16,INV340044,356.6
10068,2011-11-11,INV976566,296.41
10068,2011-09-21,INV715643,244.27
10068,2010-12-11,INV901909,224.18
10068,2011-11-10,INV961322,454.56
10068,2011-04-17,INV704238,205.85
10068,2010-12-21,INV900177,337.39
10068,2011-02-28,INV593355,416.42
10068,2011-08-23,INV783157,421.01
10068,2011-07-15,INV391668,259.15
10069,2010-12-24,INV713762,49.0
10070,2011-01-25,INV765620,44.25
10070,2011-02-01,INV195674,46.27
10070,2011-01-30,INV464863,43.66
10070,2011-01-22,INV449499,45.11
10071,2011-05-14,INV802685,54.97
10071,2011-01-23,INV999398,329.32
10071,2011-02-21,INV445824,323.15
10071,2011-06-29,INV827369,160.86
10071,2011-08-11,INV402218,62.29
10071,2011-06-24,INV953085,329.95
10071,2011-09-08,INV138479,287.11
10071,2011-07-21,INV192337,249.88
10071,2011-05-11,INV364659,317.11
10071,2011-05-15,INV221552,290.16
10071,2011-06-25,INV639593,395.5
10071,2010-12-01,INV789606,303.15
10071,2011-09-04,INV584417,229.3
10072,2011-06-30,INV156837,428.9
10072,2011-03-07,INV643623,554.25
10072,2011-06-04,INV752878,177.45
10072,2011-08-13,INV755788,415.54
10072,2011-07-15,INV896907,540.23
10072,2010-12-27,INV313446,390.18
10072,2011-04-16,INV675898,287.27
10072,2011-02-06,INV402020,329.17
10072,2011-07-13,INV832168,354.61
10072,2011-08-06,INV227324,315.04
10072,2010-12-15,INV760626,383.57
10072,2011-10-08,INV938141,583.89
10072,2011-04-02,INV844261,329.96
10073,2010-12-21,INV425845,73.11
10073,2011-02-09,INV114338,85.18
10073,2011-02-09,INV527809,80.39
10074,2010-12-12,INV335615,64.2
10074,2010-12-15,INV583863,117.35
10075,2010-12-31,INV779172,43.03
10075,2011-01-09,INV622584,29.6
10076,2011-06-02,INV406039,82.94
10076,2011-04-10,INV839677,111.59
10077,2011-04-19,INV535673,682.79
10077,2011-08-05,INV595158,497.23
10077,2011-04-04,INV578975,489.03
10077,2011-09-09,INV251668,657.16
10077,2011-06-15,INV299869,647.89
10077,2011-10-03,INV632929,567.98
10077,2011-02-08,INV173201,540.25
10077,2011-04-21,INV910208,629.13
10077,2011-07-01,INV456385,257.12
10077,2011-08-17,INV380150,478.51
10077,2010-12-02,INV396578,272.44
10077,2011-05-02,INV978157,636.16
10077,2011-09-27,INV708093,429.32
10077,2011-11-03,INV613425,284.61
10077,2011-02-15,INV568238,410.26
10077,2011-09-02,INV607868,562.62
10077,2011-05-26,INV448588,505.34
10077,2011-09-09,INV899929,348.97
10077,2011-09-05,INV495533,263.07
10077,2011-07-22,INV437408,550.44
10077,2011-03-07,INV831380,444.67
10077,2011-04-02,INV699573,496.8
10077,2011-06-15,INV344907,512.69
10077,2011-06-29,INV145767,607.97
10077,2011-05-12,INV880879,675.31
10077,2011-07-31,INV839485,562.16
10078,2011-06-14,INV504832,233.52
10078,2011-11-05,INV930884,297.52
10079,2011-10-30,INV259493,137.92
10079,2011-08-11,INV138817,77.89
10079,2011-02-03,INV626690,203.85
10079,2011-09-29,INV448121,195.17
10079,2011-01-21,INV986088,245.14
10079,2011-07-14,INV204555,258.6
10079,2011-08-27,INV579123,99.38
10079,2010-12-08,INV857537,138.1
10079,2011-02-12,INV529893,269.24
10080,2011-01-25,INV786587,62.73
10081,2011-01-09,INV178463,339.46
10081,2011-03-31,INV919488,506.97
10081,2011-02-06,INV455007,496.75
10081,2011-05-09,INV826353,501.39
10081,2011-03-12,INV781403,445.83
10081,2010-12-21,INV993140,430.12
10081,2011-02-23,INV993744,650.88
10081,2011-05-22,INV659543,463.52
10081,2011-03-08,INV432043,626.59
10081,2011-05-10,INV853629,318.52
10081,2011-07-16,INV896290,534.64
10081,2011-04-04,INV667296,354.2
10082,2010-12-19,INV747453,20.3
10082,2011-01-05,INV346174,185.79
10082,2011-10-20,INV817644,161.2
10083,2011-04-27,INV338536,422.02
10083,2011-01-16,INV555052,486.97
10083,2011-01-20,INV897305,391.77
10083,2011-10-21,INV838083,550.7
10083,2011-01-21,INV565230,438.71
10083,2011-02-24,INV827712,285.75
10083,2011-05-03,INV130353,343.36
10083,2010-12-24,INV440131,118.91
10083,2010-12-29,INV407618,269.66
10083,2011-06-02,INV493049,327.47
10083,2011-07-09,INV252640,430.32
10083,2011-04-05,INV656968,286.5
10083,2011-06-29,INV693418,231.49
10083,2011-03-03,INV278240,160.36
10083,2011-02-28,INV182804,303.57
10083,2011-10-09,INV501126,586.11
10083,2011-10-14,INV816318,399.8
10083,2011-04-03,INV621841,473.94
10083,2011-09-25,INV250069,269.89
10083,2011-03-29,INV583550,195.2
10083,2011-10-23,INV366314,234.29
10083,2011-07-24,INV367729,358.95
10083,2011-11-07,INV109853,148.54
10083,2011-07-27,INV401603,258.08
10083,2011-11-12,INV673149,304.69
10083,2011-02-19,INV177449,223.21
10083,2011-07-15,INV462351,134.17
10084,2011-09-27,INV413685,146.9
10084,2011-10-24,INV544920,140.81
10084,2011-04-08,INV579027,83.52
10085,2011-05-04,INV308894,93.04
10085,2011-06-15,INV994787,127.39
10085,2011-08-05,INV211834,103.62
10085,2011-04-01,INV499889,101.07
10086,2011-04-26,INV476395,115.67
10086,2011-04-27,INV410244,73.69
10086,2011-02-14,INV123005,124.51
10087,2011-05-18,INV515032,1323.83
10087,2011-02-09,INV108491,526.67
10087,2011-04-24,INV819112,664.33
10087,2010-12-13,INV735863,1008.8
10087,2011-04-07,INV973294,684.86
10087,2011-02-12,INV913423,740.89
10087,2011-01-28,INV736553,848.46
10087,2011-03-01,INV329642,573.78
10087,2011-05-12,INV299367,687.93
10087,2011-05-08,INV362801,1177.1
10087,2011-05-18,INV813928,590.76
10087,2011-01-05,INV758765,506.05
10087,2010-12-25,INV757937,788.27
10088,2011-02-21,INV141337,50.42
10088,2011-01-09,INV926918,60.36
10089,2011-03-23,INV134985,271.61
10089,2011-04-28,INV482584,381.51
10089,2011-06-06,INV237795,184.63
10089,2010-12-24,INV409445,236.99
10089,2011-02-22,INV883790,255.34
10089,2011-03-17,INV284171,130.09
10089,2011-01-21,INV238579,195.05
10090,2011-09-03,INV483629,303.6
10090,2011-08-29,INV626169,163.6
10090,2011-04-19,INV970813,451.57
10090,2011-02-23,INV369452,469.01
10090,2011-08-04,INV945664,467.66
10090,2011-05-01,INV882824,522.74
10090,2011-05-23,INV943298,397.6
10090,2011-01-28,INV591081,517.74
