CustomerID,LastPurchase,Frequency,Monetary,Recency,R_Score,F_Score,M_Score,RFM_Score,Segment
10078,2011-11-05,2,531.04,35,5,1,3,513,Potential Loyalists
10079,2011-10-30,9,1625.29,41,5,4,4,544,Champions
10080,2011-01-25,1,62.73,319,1,1,1,111,Lost
10081,2011-07-16,12,5668.87,147,3,4,5,345,Loyal Customers
10082,2011-10-20,3,367.28999999999996,51,5,2,2,522,Potential Loyalists
10083,2011-11-12,27,8634.43,28,5,5,5,555,Champions
10084,2011-10-24,3,371.23,47,5,2,2,522,Potential Loyalists
10085,2011-08-05,4,425.12,127,4,2,2,422,Potential Loyalists
10086,2011-04-27,3,313.87,227,2,2,2,222,Lost
10087,2011-05-18,13,10121.73,206,2,5,5,255,At Risk
10088,2011-02-21,2,110.78,292,2,1,1,211,Lost
10089,2011-06-06,7,1655.22,187,3,3,4,334,Loyal Customers
10090,2011-09-03,11,4235.06,98,4,4,4,444,Champions
10091,2011-03-13,4,374.56,272,2,2,2,222,Lost
10092,2011-04-17,2,143.5,237,2,1,1,211,Lost
10093,2011-07-29,10,2888.14,134,3,4,4,344,Loyal Customers
10094,2011-01-26,2,331.32,318,1,1,2,112,Lost
10095,2011-07-31,9,1612.42,132,3,4,3,343,Loyal Customers
10096,2011-05-28,4,586.71,196,3,2,3,323,Lost
10097,2011-11-01,4,357.22,39,5,2,2,522,Potential Loyalists
10098,2011-11-17,11,8397.22,23,5,4,5,545,Champions
10099,2011-10-02,8,2753.94,69,4,3,4,434,Loyal Customers
10100,2011-11-04,15,11654.55,36,5,5,5,555,Champions
10101,2011-05-18,15,9604.82,206,2,5,5,255,At Risk
10102,2011-11-17,3,409.53,23,5,2,2,522,Potential Loyalists
10103,2011-07-19,9,1029.73,144,3,4,3,343,Loyal Customers
10104,2010-12-30,3,224.56,345,1,2,2,122,Lost
10105,2011-11-01,7,2170.71,39,5,3,4,534,Loyal Customers
10106,2011-11-06,3,518.6,34,5,2,3,523,Potential Loyalists
10107,2011-02-26,2,104.89,287,2,1,1,211,Lost
10108,2011-10-04,13,3743.94,67,4,5,4,454,Champions
10109,2011-11-21,25,9713.41,19,5,5,5,555,Champions
10110,2011-10-21,3,236.42000000000002,50,5,2,2,522,Potential Loyalists
10111,2011-09-17,6,1024.6399999999999,84,4,3,3,433,Loyal Customers
10112,2010-12-25,3,146.42,350,1,2,1,121,Lost
10113,2010-12-11,2,102.5,364,1,1,1,111,Lost
10114,2011-05-05,8,3779.1099999999997,219,2,3,4,234,Can't Lose Them
10115,2010-12-11,2,64.5,364,1,1,1,111,Lost
10116,2011-02-06,2,94.18,307,1,1,1,111,Lost
10117,2011-10-03,7,2591.2200000000003,68,4,3,4,434,Loyal Customers
10118,2010-12-01,1,22.6,374,1,1,1,111,Lost
10119,2011-06-10,5,1048.96,183,3,3,3,333,Loyal Customers
10120,2011-01-12,2,239.69,332,1,1,2,112,Lost
10121,2010-12-26,3,203.44,349,1,2,2,122,Lost
10122,2011-09-21,3,755.0,80,4,2,3,423,Potential Loyalists
10123,2011-10-13,6,1906.77,58,4,3,4,434,Loyal Customers
10124,2011-07-12,7,2296.69,151,3,3,4,334,Loyal Customers
10125,2011-08-19,3,401.90999999999997,113,4,2,2,422,Potential Loyalists
10126,2010-12-29,3,154.69,346,1,2,1,121,Lost
10127,2010-12-12,1,63.77,363,1,1,1,111,Lost
10128,2011-11-14,24,7153.59,26,5,5,5,555,Champions
10129,2011-09-10,7,1869.76,91,4,3,4,434,Loyal Customers
10130,2011-09-19,2,308.91,82,4,1,2,412,Potential Loyalists
10131,2011-10-27,10,3084.1,44,5,4,4,544,Champions
10132,2011-10-09,14,3335.65,62,4,5,4,454,Champions
10133,2011-10-01,5,985.38,70,4,3,3,433,Loyal Customers
10134,2010-12-25,3,129.91,350,1,2,1,121,Lost
10135,2011-10-27,3,365.49,44,5,2,2,522,Potential Loyalists
10136,2011-07-05,5,1611.58,158,3,3,3,333,Loyal Customers
10137,2011-02-01,2,184.66,312,1,1,2,112,Lost
10138,2011-09-03,4,557.34,98,4,2,3,423,Potential Loyalists
10139,2011-01-17,3,233.68,327,1,2,2,122,Lost
10140,2010-12-09,1,82.9,366,1,1,1,111,Lost
10141,2011-10-16,6,1676.26,55,5,3,4,534,Loyal Customers
10142,2011-06-26,11,2154.78,167,3,4,4,344,Loyal Customers
10143,2011-08-28,4,497.26,104,4,2,3,423,Potential Loyalists
10144,2011-03-13,2,171.74,272,2,1,1,211,Lost
10145,2011-10-29,23,10132.35,42,5,5,5,555,Champions
10146,2011-07-29,15,7745.67,134,3,5,5,355,Loyal Customers
10147,2011-08-13,8,2113.21,119,4,3,4,434,Loyal Customers
10148,2011-11-06,13,5136.44,34,5,5,5,555,Champions
10149,2011-10-18,10,3260.62,53,5,4,4,544,Champions
10150,2011-03-15,2,130.01,270,2,1,1,211,Lost
10151,2011-08-03,8,1249.7,129,4,4,3,443,Loyal Customers
10152,2011-10-28,9,2662.21,43,5,4,4,544,Champions
10153,2011-08-12,10,1447.8999999999999,120,4,4,3,443,Loyal Customers
10154,2011-03-16,2,161.06,269,2,1,1,211,Lost
10155,2011-07-17,7,952.72,146,3,3,3,333,Loyal Customers
10156,2011-03-22,3,222.74,263,2,2,2,222,Lost
10157,2011-03-06,4,232.39,279,2,2,2,222,Lost
10158,2011-10-27,10,2258.55,44,5,4,4,544,Champions
10159,2011-05-23,2,137.82999999999998,201,3,1,1,311,Promising
10160,2011-07-16,2,133.6,147,3,1,1,311,Promising
10161,2011-04-23,18,9157.1,231,2,5,5,255,At Risk
10162,2011-04-18,10,9044.69,236,2,4,5,245,At Risk
10163,2011-07-15,8,2172.92,148,3,4,4,344,Loyal Customers
10164,2011-11-14,26,12233.050000000001,26,5,5,5,555,Champions
10165,2011-02-03,3,85.55,310,1,2,1,121,Lost
10166,2011-11-03,3,405.64,37,5,2,2,522,Potential Loyalists
10167,2011-10-30,12,3289.94,41,5,4,4,544,Champions
10168,2011-10-12,27,21839.56,59,4,5,5,455,Champions
10169,2011-04-29,19,13425.29,225,2,5,5,255,At Risk
10170,2011-03-16,4,157.88,269,2,2,1,221,Lost
10171,2011-11-18,29,19643.99,22,5,5,5,555,Champions
10172,2011-06-17,6,1641.58,176,3,3,4,334,Loyal Customers
10173,2011-11-14,8,2104.86,26,5,4,4,544,Champions
10174,2011-08-02,14,8693.34,130,4,5,5,455,Champions
10175,2011-10-26,13,5414.28,45,5,5,5,555,Champions
10176,2011-06-03,2,281.1,190,3,1,2,312,Promising
10177,2011-09-20,3,316.56,81,4,2,2,422,Potential Loyalists
10178,2010-12-07,2,93.50999999999999,368,1,1,1,111,Lost
10179,2011-09-27,14,4675.06,74,4,5,5,455,Champions
10180,2011-11-14,5,771.54,26,5,3,3,533,Loyal Customers
10181,2011-09-08,9,2109.65,93,4,4,4,444,Champions
10182,2010-12-12,3,155.92000000000002,363,1,2,1,121,Lost
10183,2010-12-03,1,71.83,372,1,1,1,111,Lost
10184,2011-09-17,9,2463.34,84,4,4,4,444,Champions
10185,2011-02-21,2,166.58999999999997,292,2,1,1,211,Lost
10186,2011-01-02,2,123.72,342,1,1,1,111,Lost
10187,2011-06-26,7,2066.12,167,3,3,4,334,Loyal Customers
10188,2011-05-22,5,1232.3600000000001,202,3,3,3,333,Loyal Customers
10189,2011-07-07,8,2283.68,156,3,4,4,344,Loyal Customers
10190,2011-11-07,11,6440.36,33,5,4,5,545,Champions
10191,2011-03-24,3,219.77,261,2,2,2,222,Lost
10192,2011-01-14,2,115.53999999999999,330,1,1,1,111,Lost
10193,2011-06-10,10,5949.67,183,3,4,5,345,Loyal Customers
10194,2011-10-02,4,575.11,69,4,2,3,423,Potential Loyalists
10195,2011-09-15,5,667.12,86,4,3,3,433,Loyal Customers
10196,2011-02-07,2,158.8,306,1,1,1,111,Lost
10197,2011-02-05,3,131.85,308,1,2,1,121,Lost
10198,2010-12-04,1,18.4,371,1,1,1,111,Lost
10199,2011-02-13,4,430.97,300,2,2,2,222,Lost
10200,2011-04-24,9,8056.65,230,2,4,5,245,At Risk
10201,2011-11-15,18,5413.400000000001,25,5,5,5,555,Champions
10202,2011-09-05,9,2709.89,96,4,4,4,444,Champions
10203,2010-12-13,3,142.85,362,1,2,1,121,Lost
10204,2011-03-18,8,7958.85,267,2,4,5,245,At Risk
10205,2011-11-10,12,8098.49,30,5,4,5,545,Champions
10206,2011-09-29,9,3238.0,72,4,4,4,444,Champions
10207,2011-04-17,4,426.98,237,2,2,2,222,Lost
10208,2011-11-28,25,18284.12,12,5,5,5,555,Champions
10209,2011-10-29,8,1019.9399999999999,42,5,4,3,543,Loyal Customers
10210,2011-07-14,6,1190.8200000000002,149,3,3,3,333,Loyal Customers
10211,2011-01-17,2,231.37,327,1,1,2,112,Lost
10212,2011-03-05,3,329.61,280,2,2,2,222,Lost
10213,2011-10-25,13,3376.77,46,5,5,4,554,Champions
10214,2011-03-01,3,344.8,284,2,2,2,222,Lost
10215,2011-09-06,8,3213.8,95,4,4,4,444,Champions
10216,2011-10-19,5,458.3,52,5,3,3,533,Loyal Customers
10217,2011-05-13,2,177.22,211,2,1,1,211,Lost
10218,2011-07-28,16,7818.02,135,3,5,5,355,Loyal Customers
10219,2011-02-18,2,75.06,295,2,1,1,211,Lost
10220,2011-01-20,2,100.97,324,1,1,1,111,Lost
10221,2011-05-25,7,1510.17,199,3,3,3,333,Loyal Customers
10222,2011-10-23,13,8824.130000000001,48,5,5,5,555,Champions
10223,2011-04-18,2,219.14,236,2,1,2,212,Lost
10224,2011-09-17,10,3468.74,84,4,4,4,444,Champions
10225,2011-10-11,12,1782.53,60,4,4,4,444,Champions
10226,2010-12-11,1,75.47,364,1,1,1,111,Lost
10227,2011-10-21,5,800.67,50,5,3,3,533,Loyal Customers
10228,2011-02-18,3,161.35999999999999,295,2,2,1,221,Lost
10229,2011-03-10,13,12594.68,275,2,5,5,255,At Risk
10230,2011-02-10,4,252.19,303,1,2,2,122,Lost
10231,2011-06-30,11,1619.3899999999999,163,3,4,4,344,Loyal Customers
10232,2011-06-03,14,6692.24,190,3,5,5,355,Loyal Customers
10233,2011-06-29,7,1715.9099999999999,164,3,3,4,334,Loyal Customers
10234,2011-10-21,13,3744.73,50,5,5,4,554,Champions
10235,2011-03-04,4,246.68,281,2,2,2,222,Lost
10236,2011-11-20,5,618.9599999999999,20,5,3,3,533,Loyal Customers
10237,2011-11-06,18,6639.6,34,5,5,5,555,Champions
10238,2011-06-16,19,13833.8,177,3,5,5,355,Loyal Customers
10239,2011-11-22,11,3049.14,18,5,4,4,544,Champions
10240,2011-03-01,3,176.06,284,2,2,1,221,Lost
10241,2011-01-13,2,128.32,331,1,1,1,111,Lost
10242,2011-03-13,1,48.74,272,2,1,1,211,Lost
10243,2011-04-04,3,222.64,250,2,2,2,222,Lost
10244,2011-10-24,11,3505.36,47,5,4,4,544,Champions
10245,2010-12-28,1,47.07,347,1,1,1,111,Lost
10246,2011-09-01,4,383.96,100,4,2,2,422,Potential Loyalists
10247,2010-12-12,1,24.72,363,1,1,1,111,Lost
10248,2010-12-26,2,64.46,349,1,1,1,111,Lost
10249,2010-12-21,3,241.72,354,1,2,2,122,Lost
10250,2011-10-09,4,557.64,62,4,2,3,423,Potential Loyalists
10251,2011-11-10,2,173.57,30,5,1,1,511,Potential Loyalists
10252,2010-12-20,1,38.21,355,1,1,1,111,Lost
10253,2011-11-10,5,438.15999999999997,30,5,3,2,532,Loyal Customers
10254,2011-10-27,9,2645.36,44,5,4,4,544,Champions
10255,2011-04-22,6,874.34,232,2,3,3,233,Lost
10256,2011-01-19,3,144.1,325,1,2,1,121,Lost
10257,2011-04-09,4,298.09000000000003,245,2,2,2,222,Lost
10258,2011-06-22,18,10636.77,171,3,5,5,355,Loyal Customers
10259,2011-10-31,10,3373.02,40,5,4,4,544,Champions
10260,2011-06-27,12,6506.05,166,3,4,5,345,Loyal Customers
10261,2010-12-22,1,38.1,353,1,1,1,111,Lost
10262,2011-09-20,10,2357.65,81,4,4,4,444,Champions
10263,2011-07-04,8,2311.13,159,3,4,4,344,Loyal Customers
10264,2011-01-20,1,52.56,324,1,1,1,111,Lost
10265,2011-02-04,3,146.11,309,1,2,1,121,Lost
10266,2011-04-28,3,137.14,226,2,2,1,221,Lost
10267,2011-03-28,4,378.02,257,2,2,2,222,Lost
10268,2011-08-31,5,830.37,101,4,3,3,433,Loyal Customers
10269,2011-09-07,2,296.7,94,4,1,2,412,Potential Loyalists
10270,2011-02-01,1,19.14,312,1,1,1,111,Lost
10271,2010-12-25,2,105.49000000000001,350,1,1,1,111,Lost
10272,2010-12-30,2,48.129999999999995,345,1,1,1,111,Lost
10273,2010-12-11,2,163.61,364,1,1,1,111,Lost
10274,2011-05-26,7,1483.7800000000002,198,3,3,3,333,Loyal Customers
10275,2011-05-30,11,2944.87,194,3,4,4,344,Loyal Customers
10276,2011-01-26,4,462.26,318,1,2,3,123,Hibernating
10277,2011-06-25,9,4346.37,168,3,4,4,344,Loyal Customers
10278,2011-04-15,4,592.76,239,2,2,3,223,Hibernating
10279,2011-01-14,3,144.82,330,1,2,1,121,Lost
10280,2010-12-07,1,129.92,368,1,1,1,111,Lost
10281,2011-10-12,2,196.23,59,4,1,2,412,Potential Loyalists
10282,2011-07-15,3,502.38,148,3,2,3,323,Lost
10283,2011-11-19,13,6714.45,21,5,5,5,555,Champions
10284,2011-06-19,15,8115.5,174,3,5,5,355,Loyal Customers
10285,2011-11-30,25,12718.66,10,5,5,5,555,Champions
10286,2011-06-08,7,1496.52,185,3,3,3,333,Loyal Customers
10287,2011-08-12,8,1252.59,120,4,4,3,443,Loyal Customers
10288,2011-08-26,4,431.25,106,4,2,2,422,Potential Loyalists
10289,2011-04-27,12,9223.02,227,2,4,5,245,At Risk
10290,2011-11-01,23,19731.45,39,5,5,5,555,Champions
10291,2011-11-02,22,13524.619999999999,38,5,5,5,555,Champions
10292,2011-01-20,3,91.08,324,1,2,1,121,Lost
10293,2011-11-05,3,543.09,35,5,2,3,523,Potential Loyalists
10294,2011-09-26,14,2470.91,75,4,5,4,454,Champions
10295,2011-06-16,10,1995.3,177,3,4,4,344,Loyal Customers
10296,2011-01-01,2,109.96,343,1,1,1,111,Lost
10297,2011-09-08,7,2963.19,93,4,3,4,434,Loyal Customers
10298,2011-03-13,9,5204.84,272,2,4,5,245,At Risk
10299,2011-11-15,25,13406.4,25,5,5,5,555,Champions
10300,2011-12-01,10,7032.15,9,5,4,5,545,Champions
10301,2011-06-18,9,1781.94,175,3,4,4,344,Loyal Customers
10302,2011-06-21,6,1498.3899999999999,172,3,3,3,333,Loyal Customers
10303,2011-06-07,12,6970.27,186,3,4,5,345,Loyal Customers
10304,2011-04-05,3,385.53999999999996,249,2,2,2,222,Lost
10305,2010-12-08,1,56.01,367,1,1,1,111,Lost
10306,2011-07-23,5,554.93,140,3,3,3,333,Loyal Customers
10307,2011-09-27,5,925.78,74,4,3,3,433,Loyal Customers
10308,2011-01-06,2,280.8,338,1,1,2,112,Lost
10309,2011-08-27,8,2876.66,105,4,4,4,444,Champions
10310,2011-06-20,8,2077.96,173,3,4,4,344,Loyal Customers
10311,2011-11-18,15,9060.42,22,5,5,5,555,Champions
10312,2011-11-28,28,10437.48,12,5,5,5,555,Champions
10313,2010-12-31,2,224.97,344,1,1,2,112,Lost
10314,2011-01-25,2,136.95,319,1,1,1,111,Lost
10315,2011-02-23,3,270.01,290,2,2,2,222,Lost
10316,2011-09-10,2,130.12,91,4,1,1,411,Potential Loyalists
10317,2011-09-19,7,1622.32,82,4,3,4,434,Loyal Customers
10318,2011-10-17,14,2953.37,54,5,5,4,554,Champions
10319,2011-07-14,6,921.34,149,3,3,3,333,Loyal Customers
10320,2011-06-12,11,1297.47,181,3,4,3,343,Loyal Customers
10321,2011-04-01,4,424.69,253,2,2,2,222,Lost
10322,2011-03-02,2,110.53,283,2,1,1,211,Lost
10323,2011-10-18,11,3983.36,53,5,4,4,544,Champions
10324,2010-12-09,2,119.72,366,1,1,1,111,Lost
10325,2011-03-12,4,504.93,273,2,2,3,223,Hibernating
10326,2011-08-25,6,1309.23,107,4,3,3,433,Loyal Customers
10327,2011-07-14,13,4827.04,149,3,5,5,355,Loyal Customers
10328,2011-08-01,4,773.94,131,3,2,3,323,Lost
10329,2011-11-16,13,4134.21,24,5,5,4,554,Champions
10330,2011-06-27,2,210.05,166,3,1,2,312,Promising
10331,2011-02-05,4,361.2,308,1,2,2,122,Lost
10332,2011-11-26,14,8861.38,14,5,5,5,555,Champions
10333,2011-10-01,7,1114.54,70,4,3,3,433,Loyal Customers
10334,2011-11-18,17,10009.05,22,5,5,5,555,Champions
10335,2011-11-12,10,6437.0,28,5,4,5,545,Champions
10336,2011-01-07,1,125.72,337,1,1,1,111,Lost
10337,2011-03-06,3,409.21999999999997,279,2,2,2,222,Lost
10338,2011-07-09,8,1742.14,154,3,4,4,344,Loyal Customers
10339,2011-11-14,22,13329.130000000001,26,5,5,5,555,Champions
10340,2011-07-31,7,1618.96,132,3,3,4,334,Loyal Customers
10341,2011-06-20,5,549.53,173,3,3,3,333,Loyal Customers
10342,2011-11-14,10,1972.16,26,5,4,4,544,Champions
10343,2011-07-11,5,1070.4,152,3,3,3,333,Loyal Customers
10344,2011-05-11,2,378.97,213,2,1,2,212,Lost
10345,2011-05-07,15,9021.11,217,2,5,5,255,At Risk
10346,2011-04-15,17,7933.8,239,2,5,5,255,At Risk
10347,2011-10-30,15,4993.32,41,5,5,5,555,Champions
10348,2011-11-19,5,541.18,21,5,3,3,533,Loyal Customers
10349,2011-06-03,19,10636.48,190,3,5,5,355,Loyal Customers
10350,2011-04-20,8,1004.67,234,2,4,3,243,At Risk
10351,2011-01-06,2,165.42000000000002,338,1,1,1,111,Lost
10352,2011-02-02,2,206.54000000000002,311,1,1,2,112,Lost
10353,2011-10-26,10,3588.35,45,5,4,4,544,Champions
10354,2011-10-28,19,9852.039999999999,43,5,5,5,555,Champions
10355,2011-05-06,17,10851.45,218,2,5,5,255,At Risk
10356,2011-11-12,13,4981.27,28,5,5,5,555,Champions
10357,2011-06-28,17,13872.25,165,3,5,5,355,Loyal Customers
10358,2011-01-05,3,272.85,339,1,2,2,122,Lost
10359,2011-05-21,12,10750.859999999999,203,3,4,5,345,Loyal Customers
10360,2011-11-02,2,392.41999999999996,38,5,1,2,512,Potential Loyalists
10361,2011-06-29,19,14097.32,164,3,5,5,355,Loyal Customers
10362,2011-06-02,6,971.37,191,3,3,3,333,Loyal Customers
10363,2011-05-18,4,850.52,206,2,2,3,223,Hibernating
10364,2011-02-06,1,19.64,307,1,1,1,111,Lost
10365,2011-07-10,2,140.57,153,3,1,1,311,Promising
10366,2011-03-29,3,106.74,256,2,2,1,221,Lost
10367,2010-12-12,2,171.49,363,1,1,1,111,Lost
10368,2011-10-08,8,1187.2,63,4,4,3,443,Loyal Customers
10369,2011-11-24,29,7862.39,16,5,5,5,555,Champions
10370,2011-10-12,13,3525.57,59,4,5,4,454,Champions
10371,2011-11-16,19,16100.77,24,5,5,5,555,Champions
10372,2011-11-28,22,13356.310000000001,12,5,5,5,555,Champions
10373,2011-03-07,2,294.01,278,2,1,2,212,Lost
10374,2011-10-29,23,14459.91,42,5,5,5,555,Champions
10375,2011-11-09,3,540.75,31,5,2,3,523,Potential Loyalists
10376,2010-12-23,3,144.71,352,1,2,1,121,Lost
10377,2011-11-17,14,5569.11,23,5,5,5,555,Champions
10378,2010-12-07,1,77.17,368,1,1,1,111,Lost
10379,2011-10-13,4,392.51,58,4,2,2,422,Potential Loyalists
10380,2011-09-06,14,3477.87,95,4,5,4,454,Champions
10381,2011-04-26,4,182.9,228,2,2,2,222,Lost
10382,2011-06-04,9,5055.79,189,3,4,5,345,Loyal Customers
10383,2011-03-17,3,266.28,268,2,2,2,222,Lost
10384,2011-04-25,4,219.8,229,2,2,2,222,Lost
10385,2010-12-05,3,170.7,370,1,2,1,121,Lost
10386,2011-09-24,3,569.5500000000001,77,4,2,3,423,Potential Loyalists
10387,2011-11-03,13,4979.61,37,5,5,5,555,Champions
10388,2011-01-25,2,288.61,319,1,1,2,112,Lost
10389,2011-02-25,3,303.91999999999996,288,2,2,2,222,Lost
10390,2010-12-30,2,88.83,345,1,1,1,111,Lost
10391,2011-10-07,4,469.61,64,4,2,3,423,Potential Loyalists
10392,2011-04-23,3,527.7,231,2,2,3,223,Hibernating
10393,2011-03-19,4,342.95,266,2,2,2,222,Lost
10394,2011-10-20,2,322.91999999999996,51,5,1,2,512,Potential Loyalists
10395,2011-02-14,2,153.85,299,2,1,1,211,Lost
10396,2010-12-05,1,95.24,370,1,1,1,111,Lost
10397,2011-10-31,3,608.0699999999999,40,5,2,3,523,Potential Loyalists
10398,2011-06-16,3,397.91999999999996,177,3,2,2,322,Promising
10399,2011-04-10,3,500.02,244,2,2,3,223,Hibernating
10400,2011-11-05,8,2435.8,35,5,4,4,544,Champions
10401,2011-02-11,1,83.69,302,1,1,1,111,Lost
10402,2011-07-12,5,1289.38,151,3,3,3,333,Loyal Customers
10403,2010-12-09,2,246.93,366,1,1,2,112,Lost
10404,2011-07-29,4,628.85,134,3,2,3,323,Lost
10405,2010-12-02,1,31.54,373,1,1,1,111,Lost
10406,2011-08-24,2,487.3,108,4,1,3,413,Potential Loyalists
10407,2011-10-31,17,12458.69,40,5,5,5,555,Champions
10408,2011-01-05,1,98.29,339,1,1,1,111,Lost
10409,2011-11-11,14,11866.94,29,5,5,5,555,Champions
10410,2011-09-30,3,535.08,71,4,2,3,423,Potential Loyalists
10411,2011-02-12,1,22.69,301,2,1,1,211,Lost
10412,2011-01-03,2,124.08000000000001,341,1,1,1,111,Lost
10413,2011-06-04,19,13456.27,189,3,5,5,355,Loyal Customers
10414,2011-07-19,19,9832.32,144,3,5,5,355,Loyal Customers
10415,2011-06-15,8,1366.38,178,3,4,3,343,Loyal Customers
10416,2011-09-21,2,481.25,80,4,1,3,413,Potential Loyalists
10417,2011-09-05,5,988.11,96,4,3,3,433,Loyal Customers
10418,2011-02-04,2,175.93,309,1,1,1,111,Lost
10419,2010-12-31,2,286.68,344,1,1,2,112,Lost
10420,2011-02-27,4,307.16999999999996,286,2,2,2,222,Lost
10421,2011-03-03,2,214.03,282,2,1,2,212,Lost
10422,2011-11-03,27,21122.96,37,5,5,5,555,Champions
10423,2011-06-04,7,2031.01,189,3,3,4,334,Loyal Customers
10424,2011-11-02,15,6011.95,38,5,5,5,555,Champions
10425,2011-06-18,5,1531.76,175,3,3,3,333,Loyal Customers
10426,2011-06-07,8,903.7099999999999,186,3,4,3,343,Loyal Customers
